입력코드,항목명,항목분류내용,처리코드,포함항목,제외항목,출처
1092,식빵 및 기타빵,제과점 또는 공장에서 제조한 각종 빵,H350,"['식빵, 모닝빵, 바게트, 크라상, 슈크림빵, 단팥빵 등', '찐빵, 호빵, 튀김빵, 도너츠 등', '공장에서 제조한 호두과자, 팬케이크, 만쥬, 핫도그, 호떡, 햄버거, 샌드위치, 토스트 등']","['음식점, 패스트푸드점, 이동식 음식점 등에서 구입한 햄버거, 샌드위치, 토스트, 핫도그, 호떡 등 ⇒ 외식비(7515)']",항목분류집
1097,떡,"쌀이나 밀을 주원료로 하고, 그 밖의 곡류를 섞어 만든 전통식품",H380,"['가래떡, 인절미, 모찌떡, 시루떡, 찹쌀떡, 송편, 밀떡 등', '경단, 약식(약밥) 등 전통식품', '빙수용 떡, 떡케이크 등 변형된 떡 포함', '기타 떡']","['가구에서 쌀, 팥 등의 주재료를 제공하고 공임만 지불한 경우 ⇒ 식품가공서비스(1750)']",항목분류집
1110-1125,육류,"어류 이외에 신선, 냉동, 냉장된 식용동물의 고기 및 뼈, 내장 등의 부산물(식용으로 구입한 살아있는 동물 포함). 불순물을 제거한 후 포장하여 절단, 냉동된 것도 포함. 부산물(꼬리, 내장, 머리, 사골, 선지, 뼈 등)도 포함.",H4,[],[],항목분류집
1110,쇠고기,소의 정육 및 부산물,H420,"['쇠고기', '꼬리, 내장, 머리, 사골, 선지, 뼈 등 쇠고기 부산물']",[],항목분류집
1115,돼지고기,돼지의 정육 및 부산물,H440,"['돼지고기', '꼬리, 내장, 머리, 사골, 선지, 뼈 등 돼지고기 부산물']","['삶은 족발, 꼬리, 간 등 ⇒ 기타육류가공품(1145)']",항목분류집
1120,닭고기,닭의 생육(생계) 및 부산물,H460,"['닭고기', '닭발, 근위 등 닭고기의 부산물']",[],항목분류집
1125,기타생육,위의 항목에 분류되지 않은 생육 및 생육부산물,H490,"['개고기, 말고기, 염소고기 등', '고래고기, 오리고기, 타조고기, 자라 등 기타동물고기']",[],항목분류집
1130-1145,육류가공품,"육류를 소금이나 간장 등에 절인 것, 말린 것 등 및 육수 등 주성분이 육류인 가공품",H5,[],[],항목분류집
1130,소시지,"소, 양, 돼지 따위의 창자 등에 다진 양념한 고기를 넣어 훈연시켜 만든 것",H520,"['비엔나소시지, 프랑크소시지', '야채 등을 넣은 혼합소시지']",[],항목분류집
1135,햄 및 베이컨,육류를 소금에 절인 후 훈연 처리한 식품,H540,"['햄', '베이컨', '햄소시지', '햄통조림']",[],항목분류집
1145,기타육류가공품,위의 항목에 분류되지 않은 주원료가 육류인 가공품,H590,"['개소주, 흑염소즙 등 한약재 등을 다소 첨가한 경우도 포함', '삶은 족발, 삶은 돼지머리 등 삶은 육류', '육포, 바비큐, 훈제육류, 냉동 돈까스 등', '떡갈비, 양념갈비, 양념된 불고기, 양념된 돈까스, 닭꼬치, 치킨 등', '설렁탕 육수 등 육류를 원료로 우려낸 국물', '기타육류를 주원료로 한 가공식품']","['육류를 가공한 레토르트식품 ⇒ 즉석·동결식품(1690)', '즉석삼계탕은 육류와 곡물이 혼합된 즉시 섭취 가능한 식품 ⇒ 즉석·동결식품(1690)', '배달시킨 피자, 치킨 ⇒ 외식비(7515)', '여러가지를 혼합하여 만든 육수 ⇒ 기타미분류식품(1695)']",항목분류집
1153-1161,신선수산동물,"삶거나, 찌거나, 굽거나, 절이는 등의 가공하지 않은 수산동물류",H6,"['냉동, 세척, 절단 및 불순물 제거 등 최소 가공된 것도 포함']",[],항목분류집
1153,바다어류,바다에서 주로 잡히는 바다어류(회 포함),H617,"['갈치, 명태, 조기, 고등어, 꽁치, 가자미', '참치, 장어, 연어, 대구, 광어, 민어, 복어, 생멸치, 병어, 임연수어, 삼치, 도미, 상어 등']","['손질된 반건조 갈치 ⇒ 기타염건수산동물(1184)', '염장 고등어 ⇒ 간고등어(1182)', '고등어통조림 ⇒ 수산동물통조림(1190)']",항목분류집
1155,연체동물류,"오징어, 낙지, 문어, 꼴뚜기, 쭈꾸미 등 연체동물류",H622,"['오징어, 갑오징어, 낙지, 문어, 꼴뚜기, 쭈꾸미 등']","['삶은 것, 데친 것 ⇒ 기타수산동물가공품(1195)']",항목분류집
1157,갑각류,"꽃게, 대게, 바다가재, 새우 등 갑각류",H627,"['꽃게, 대게, 킹크랩, 랍스타(바다가재), 새우, 대하 등']","['삶은 것, 데친 것 ⇒ 기타수산동물가공품(1195)']",항목분류집
1159,조개류,"굴, 조개 등 패류",H632,"['굴, 조개, 바지락, 홍합, 소라, 전복, 달팽이, 골뱅이, 고둥, 오분자기, 가리비, 꼬막 등', '깐 굴, 조갯살 등 포함']",[],항목분류집
1161,기타수산동물,위의 항목에 분류되지 않은 신선·냉장·냉동 수산 동물 및 그 부산물,H637,"['민물장어, 미꾸라지, 잉어, 가물치, 붕어 등 민물어류', '수산동물 알 및 기타 내장 등 부산물 - 날치알, 명태 알(명란), 연어 알, 청어 알, 성게 알, 오징어 알, 한치 알 등 기타 알, 곤이, 지느러미 등 부산물', '어종이 2종 이상 혼합되어 손질된 회 또는 상품(분리 안 되는 경우) - 모듬회(바다어류+연체류 등), 해물탕재료(갑각류+조개류 등)', '해삼, 멍게, 미더덕 등 기타 신선수산동물']",['수산동물과 야채 등이 혼합된 해물탕재료세트 ⇒ 기타미분류식품(1695)'],항목분류집
1174-1184,염건수산동물,소금에 절이거나 건조 또는 반건조한 수산동물,H7,[],['조미포 ⇒ 기타수산동물가공품(1195)'],항목분류집
1174,북어,완전 건조 및 반건조 상태의 명태,H710,"['북어, 노가리, 북어채, 북어포', '명태코다리', '황태, 황태껍질']",[],항목분류집
1176,굴비,소금에 절여 말린 상태의 조기,H720,['굴비'],[],항목분류집
1178,마른멸치,멸치를 말린 것,H730,['마른멸치'],['멸치가루 ⇒ 기타수산동물가공품(1195)'],항목분류집
1180,마른오징어,물오징어를 말린 것,H740,"['마른 오징어', '반건조 오징어', '오징어채']",['잘라서 고추장 등에 양념한 오징어포 ⇒ 기타수산동물가공품(1195)'],항목분류집
1182,간고등어,고등어를 장기간 저장하기 위해 소금에 절인 것,H750,['간고등어'],[],항목분류집
1184,기타염건수산 동물,위의 항목에 분류되지 않은 반건조 제품을 포함한 양념하지 않은 염건수산동물,H790,"['쥐치포, 병어포, 대구포 등 포류', '북어채, 오징어채를 제외한 어채류', '마른새우, 과메기, 건해삼, 건해파리, 건홍합, 반건갈치 등', '간갈치, 간대구, 간꽁치, 간조기 등']","['순수 새우가루, 멸치가루 ⇒ 기타 수산동물 가공품(1195)']",항목분류집
1186-1195,기타수산동물 가공품,염건수산동물 이외의 가공한 수산동물류,H8,[],[],항목분류집
1186,어묵,생선의 살을 으깨어 소금 등의 조미료를 넣고 반죽하여 찌거나 튀겨 응고시킨 식품,H810,"['어묵, 어육소시지 등']",[],항목분류집
1188,맛살,명태 등의 생선살에 게향 등을 첨가하여 가공한 식품,H820,"['게맛살, 새우맛살 등']",[],항목분류집
1190,수산동물통조림,각종 수산동물류의 통조림,H830,"['참치·꽁치·고등어·정어리 통조림 등 어류통조림', '골뱅이 통조림 등 기타 수산동물류통조림']",[],항목분류집
1192,젓갈,김치 등 반찬의 풍미를 살리기 위해 첨가하는 양념 젓갈류,H840,"['새우젓, 멸치젓 등', '까나리젓', '기타 조미용 액젓(멸치액젓 등)']",['반찬으로 가공되어 바로 섭취하는 젓갈 ⇒ 반찬류(1685)'],항목분류집
1195,기타수산동물,위의 항목에 분류되지 않은 수산동물가공품,H890,"['조미오징어, 조미쥐포 등 조미식품', '새우가스 등 수산동물 냉동식품', '훈제연어 등 훈연한 수산동물류', '멸치가루, 새우가루 등 가루화한 수산동물류', '수산동물을 주원료로 한 냉동가공식품 등']","['조리가 완료된 조미반찬 및 손질이 완료된 재료 세트는 제외', '레토르트식품, 동결건조식품, 즉석조리식품은 제외', '조리가 완료된 조미반찬(멸치조림, 게장 등) ⇒ 반찬류(1685)', '손질이 완료된 야채 등 혼합 재료세트(매운탕재료 세트 등) ⇒ 기타미분류식품(1695)']",항목분류집
1210-1250,유제품 및 알,"동물의 젖, 알 또는 이것을 주원료로 하여 가공한 식품",H9,['조류의 알도 포함'],[],항목분류집
1210,우유,소의 젖(우유) 및 산양 등 포유동물의 젖,H910,"['원유(原乳), 생유 등 우유', '저지방 우유, 유당분해 우유, 농축 우유, 가향 우유 등 가공 우유', '산양유 등 기타동물의 젖', '검은콩우유, 딸기우유, 초코우유, 바나나우유, 커피우유 등 맛을 가미한 우유']",['유산균발효유 ⇒ 요구르트(1225)'],항목분류집
1215,분유,우유를 가루로 가공한 것,H920,"['일반분유', '전지분유, 탈지분유, 가당분유, 혼합분유 등 조제분유', '특수한 기능을 추가한 분유']",[],항목분류집
1220,치즈,우유의 단백질을 응고·발효시켜 만든 것,H930,"['슬라이스치즈 등 자연치즈', '경성가공치즈, 연성가공치즈 등 가공치즈', '냉동치즈스틱, 냉동치즈볼(주원료 치즈)']",[],항목분류집
1225,요구르트,우유에 유산균 및 효모를 넣어 발효시켜 만든 것,H940,"['액상요구르트 등', '호상(걸죽한 상태) 요구르트 등', '요거트파우더']",['유산균 탄산음료 ⇒ 청량음료(1730)'],항목분류집
1230,두유,콩을 갈아서 만든 콜로이드 상태의 음료,H950,"['두유', '참깨 등을 혼합한 제품 포함']",[],항목분류집
1245,기타우유가공품,위의 항목에 분류되지 않은 우유가공품,H990,"['연유', '우유에서 지방분만을 원심 분리하여 만든 것', '버터를 가공하고 남은 것으로 만든 것', '치즈를 제조하고 남은 것으로 만든 것', '유청에서 탄수화물 성분만 분리하여 만든 것', '휘핑크림, 생크림']",[],항목분류집
1250,알 및 알가공품,"달걀, 조류의 알 및 알을 가공한 제품",H995,"['달걀, 메추리알, 오리알, 타조알 등', '삶은 달걀, 달걀가루 등 달걀 가공품']",[],항목분류집
1257-1280,유지류,식물 또는 동물에서 채취한 식용기름,I1,[],[],항목분류집
1257,참기름 및 들기름,참깨 및 들깨를 압착하여 얻는 기름,I115,"['참기름, 들기름']",[],항목분류집
1265,기타식물성 식용유,"참기름, 들기름을 제외한 콩기름, 옥수수기름 등의 식물성 액상 식용유 제품",I130,"['대두유(콩기름), 옥수수기름(옥배유) 등', '포도씨유, 올리브유, 해바라기씨유, 카놀라유 등', '고추기름, 미강유(현미유), 채종유, 야자유 등']",[],항목분류집
1280,버터 및 기타유지류,버터 및 위의 항목에 분류되지 않은 유지류,I180,"['버터, 마가린, 식물성 고형유지, 라드 등 동물성 식용유', '기타 유지류']",[],항목분류집
1305-1365,과일 및 과일가공품,나무 등 식물을 가꿔서 얻는 사람이 먹을 수 있는 열매. 대개 수분이 많고 단맛 또는 신맛이 나는 것,I2,[],['즙을 내어 즉시 섭취할 수 있도록 가공한 것⇒ 과일 및 야채쥬스(1720'],항목분류집
1305,사과,사과,I215,"['부사, 홍옥, 홍로, 아오리 등']","['사과쨈 ⇒ 잼, 꿀, 조청(1560)']",항목분류집
1310,배,배,I220,"['신고배, 장십랑, 만삼길 등']",['배과즙 음료 ⇒ 과일 및 야채쥬스(1720)'],항목분류집
1315,복숭아,복숭아,I225,"['황도, 백도, 천도 등']",['복숭아 통조림 ⇒ 과일가공품(1365)'],항목분류집
1320,포도,포도,I230,"['거봉, 켐벨, 씨없는 포도, 청포도, 머루포도, 레드글로브, 샤인머스켓 등']",[],항목분류집
1325,밤,밤,ND,['밤'],"['군밤, 찐밤 ⇒ 과일가공품(1365)']",항목분류집
1330,감,감,I240,"['단감, 연시, 홍시, 아이스홍시 등']",['곶감 ⇒ 과일가공품(1365)'],항목분류집
1335,감귤류,"유자, 탱자 등을 제외한 감귤류",I245,"['귤(온주밀감), 금감(낑깡, 금귤) 등', '오렌지, 레몬, 라임, 자몽, 스위티', '한라봉, 천혜향, 레드향, 청견 등 개량귤 포함']","['유자, 탱자 ⇒ 기타과일(1360)']",항목분류집
1340,참외,참외 및 멜론,I250,"['참외, 개구리참외, 멜론참외, 머스크멜론, 감로멜론 등']",[],항목분류집
1345,수박,수박,I255,"['수박, 복수박, 노란수박, 씨없는 수박 등']",[],항목분류집
1350,딸기,딸기 및 산딸기,I260,"['딸기(장희, 매향, 설향, 육보), 산딸기(복분자) 등']","['딸기잼 ⇒ 꿀, 쨈, 조청(1560)']",항목분류집
1355,바나나,바나나,I265,"['일반바나나, 미니바나나, 로즈바나나, 바나나플 등']",[],항목분류집
1360,기타과일,위의 항목에 분류되지 않은 과일류,I275,"['인과류(仁果類): 꽃턱이 과육(비파 등)', '준인과류(準仁果類): 씨방이 과육(유자, 탱자 등)', '핵과류(核果類): 중과피가 과육(매실, 살구, 자두, 대추 등)', '장과류(漿果類): 즙이 많은 과일(키위, 다래, 파인애플 등)', '기타과일류: 모과, 무화과, 머루, 아보카도', '망고, 체리, 앵두, 블루베리, 아사히베리, 크랜베리 등', '람부탄, 망고스틴, 두리안, 코코넛, 파파야, 도토리 등']",[],항목분류집
1365,과일가공품,"과일을 주원료로 말리거나, 굽거나 통조림화 한 것. 음료류는 과일 및 야채쥬스에 분류",I290,"['복숭아통조림, 매실통조림 등 과일통조림', '건대추, 건바나나, 건포도, 곶감, 열대건조과일 (건망고, 코코넛슬라이스, 건파파야, 건파인애플) 등 말린 과일', '군밤, 찐밤, 익힌 밤, 밤묵, 도토리묵 등', '가공된 견과류(堅果類): 잣, 깐호두, 브라질너트, 캐슈넛, 피칸 등 견과류', '오렌지, 포도, 복분자, 매실, 구기자 등의 농축액', '노니가루 및 진액']","['배즙, 포도즙, 사과즙 등 ⇒ 과일 및 야채쥬스(1720)', '딸기잼, 감귤잼, 사과잼 등 ⇒ 꿀, 쨈, 조청(1560)', '배, 복분자 등을 발효시키거나 알콜과 혼합하여 만든 과일주 ⇒ 와인 및 과일주(1810)']",항목분류집
